timestamp,actual_scaled,sarima_pso_tcn_scaled,sarima_ga_tcn_scaled,actual_kwh,sarima_pso_tcn_kwh,sarima_ga_tcn_kwh
10/8/2022 17:00,0.478261735,0.486105058,0.475603182,107.5307632,109.2942297,106.933023
10/8/2022 18:00,0.470444332,0.424355295,0.409509864,105.7731245,95.41062019,92.07282335
10/8/2022 19:00,0.394966118,0.355827619,0.347645943,88.80285618,80.0030875,78.16354687
10/8/2022 20:00,0.170973991,0.228673487,0.202344699,38.44121815,51.41417916,45.49450302
10/8/2022 21:00,0.076144816,0.041820885,0.024809488,17.12014494,9.402867314,5.578082006
10/8/2022 22:00,0.033334866,-0.015091324,-0.022177154,7.494899372,-3.393082684,-4.986236911
10/8/2022 23:00,0.008165368,-0.036128697,-0.035093342,1.835873876,-8.12305505,-7.8902693
10/9/2022 0:00,0.008165368,-0.039272122,-0.046184219,1.835873876,-8.829812104,-10.38390487
10/9/2022 1:00,0.008165368,-0.04311228,-0.040397325,1.835873876,-9.693220216,-9.082799001
10/9/2022 2:00,0.008165368,-0.030643335,-0.032572745,1.835873876,-6.889744643,-7.323546667
10/9/2022 3:00,0.008165368,-0.030237506,-0.033343124,1.835873876,-6.798499352,-7.496756092
10/9/2022 4:00,0.008165368,-0.012579699,-0.021721442,1.835873876,-2.828377361,-4.883776213
10/9/2022 5:00,0.008165368,-0.012153283,-0.012777366,1.835873876,-2.732503355,-2.872820078
10/9/2022 6:00,0.04619561,0.012784852,0.002809203,10.38646598,2.874503241,0.631611711
10/9/2022 7:00,0.116100509,0.101850042,0.093050471,26.10364864,22.89962167,20.92115555
10/9/2022 8:00,0.220514948,0.146570055,0.124820387,49.57984065,32.95431921,28.0641969
10/9/2022 9:00,0.324271762,0.299902975,0.292678992,72.9081745,67.42917813,65.80496218
10/9/2022 10:00,0.390271835,0.327595463,0.312702431,87.74740929,73.65546433,70.30696487
10/9/2022 11:00,0.474789235,0.395986422,0.378667992,106.7500179,89.03225805,85.1384403
10/9/2022 12:00,0.368932298,0.459126202,0.444215236,82.9494995,103.2283941,99.87586251
10/9/2022 13:00,0.461844702,0.347306967,0.327875201,103.8396126,78.08733274,73.71835967
10/9/2022 14:00,0.374718401,0.44404493,0.423750435,84.25042752,99.83757163,95.27462551
10/9/2022 15:00,0.250857907,0.326020697,0.288640384,56.40204978,73.30139926,64.89693504
10/9/2022 16:00,0.391363011,0.249043961,0.240328067,87.99274566,55.99420817,54.0345558
10/9/2022 17:00,0.373957342,0.416265378,0.420966478,84.07931359,93.59171035,94.64868996
10/9/2022 18:00,0.37545828,0.35739391,0.335662407,84.41677941,80.35524714,75.46920888
10/9/2022 19:00,0.30276002,0.296661833,0.289454917,68.07154664,66.70045072,65.08007205
10/9/2022 20:00,0.1795012,0.158137073,0.146582094,40.35844726,35.55500862,32.95702598
10/9/2022 21:00,0.121106766,0.075010172,0.070743366,27.22923868,16.86503535,15.90570102
10/9/2022 22:00,0.041323189,0.023775291,0.027492333,9.290967043,5.34555661,6.181283971
10/9/2022 23:00,0.02885504,-0.004695106,-0.004131711,6.487670319,-1.055631765,-0.928960087
10/10/2022 0:00,0.023699356,-0.002955282,-0.005339222,5.328483627,-0.664455649,-1.200452699
10/10/2022 1:00,0.023699356,-0.011416062,-0.006868239,5.328483627,-2.566749092,-1.544231784
10/10/2022 2:00,0.023699356,0.000348553,-0.005570993,5.328483627,0.07836741,-1.252563418
